reg_id,sire_id,weight,gen_num,reg_name,country,breed,naab_code,status,controller_name,controller_number,dob,yob,aaa_codes,genetic_codes,beta_casein,kappa_casein,beta_lactaglobulin,haplotypes,num_dtrs,num_herds,reliability,pta_milk,pta_fat_lb,pta_protein_lb,pta_scs,pta_pl,pta_dpr,pta_hcr,pta_ccr,pta_scr,pta_liv,pta_type,pta_gest_length,pta_heifer_liv,pta_efcalving,pta_mastitis,pta_metritis,pta_disp_abomasum,pta_ketosis,pta_r_placenta,pta_rear_legs_rear,pta_foot_leg_score,pta_teat_rear_place,pta_rump_angle,pta_thurl_width,pta_rear_legs_side,pta_foot_angle,pta_fore_udder,pta_rear_udder_height,pta_rear_udder_width,pta_udder_cleft,pta_udder_depth,pta_teat_front_place,pta_teat_length,pta_milk_fever,pta_stature,pta_strength,pta_mobility,pta_milk_speed,pta_dairy_form,pta_body_depth,sire_ce,daughter_ce,sire_sb,daughter_sb,udder_composite,NM,PTI,CM,FM,GM,GTPI,sire_name,mgs_name,status_alt,treat,inbreeding,company_name,parent_company,address,city,state,zip,phone_fax,notes,assigned_date,end_date,NM_unadj,quarter,qob
HODNK000000250354,HOGBR000000598172,0.5,1,DANSIRE SHTTLE SOL,DNK,HO,236HO00610,A,Viking Genetics,236,2005-12-05,2005,153642,BY,-,-,-,"HH1C, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",28449,7112,0.96,-801,3,-10,2.92,1.9,2.5,-0.1,1.8,NA,2.8,-1.75,0.5,0.3,-4.5,0.9,0.7,-0.1,0.3,0.4,-0.87,-0.67,-2.61,0.53,-1.18,0.11,-1.17,-1.84,-2.58,-2.72,-2.27,-1.37,-2.34,0.47,0,-1.37,-0.58,NA,NA,-1.76,-0.68,1.7,2.6,6,6.3,-2.13,72,NA,82,4,96,1850,PICSTON SHOTTLE-ET,T Funkis,Active AI Sire,1,4.1,Viking Genetics,Viking Genetics,Ebeltoftvej 16 Assentoft,Randers,NA,DK-8960 DENMARK,"45 8795 9435, Fax:45 8795 9401",NA,2002-06-19,NA,825,4,2005-4
HODNK000000254168,HOUSA000135746776,0.5,1,VH Anderstrup MOM Mandel,DNK,HO,236HO00672,I,Viking Genetics,236,2010-04-22,2010,NA,-,-,-,-,,15399,3992,0.82,-1233,NA,-3,2.92,-0.2,3,1.2,2.5,NA,-0.5,0.36,1,-0.4,-1.3,0.1,0.4,0.1,0.7,-0.3,-3.59,-1.62,-0.12,2.28,-1.23,1.01,-1.33,-0.95,-0.55,-1.09,-0.33,3.01,0.14,-0.08,0.1,2.27,-1.51,NA,NA,0.5,-1.44,1.9,2.1,6.2,5.3,-0.43,43,NA,64,-118,138,1964,LONG-LANGS OMAN OMAN-ET,RGK Didrik,Inactive,1,5.43,Viking Genetics,Viking Genetics,Ebeltoftvej 16 Assentoft,Randers,NA,DK-8960 DENMARK,"45 8795 9435, Fax:45 8795 9401",NA,2002-06-19,NA,739,2,2010-2
HODNK000000254168,HOUSA000122358313,0.25,2,VH Anderstrup MOM Mandel,DNK,HO,236HO00672,I,Viking Genetics,236,2010-04-22,2010,NA,-,-,-,-,,15399,3992,0.82,-1233,NA,-3,2.92,-0.2,3,1.2,2.5,NA,-0.5,0.36,1,-0.4,-1.3,0.1,0.4,0.1,0.7,-0.3,-3.59,-1.62,-0.12,2.28,-1.23,1.01,-1.33,-0.95,-0.55,-1.09,-0.33,3.01,0.14,-0.08,0.1,2.27,-1.51,NA,NA,0.5,-1.44,1.9,2.1,6.2,5.3,-0.43,43,NA,64,-118,138,1964,LONG-LANGS OMAN OMAN-ET,RGK Didrik,Inactive,1,5.43,Viking Genetics,Viking Genetics,Ebeltoftvej 16 Assentoft,Randers,NA,DK-8960 DENMARK,"45 8795 9435, Fax:45 8795 9401",NA,2002-06-19,NA,739,2,2010-2
HODEU000537611409,HOCAN000010705608,0.25,2,Guard,DEU,HO,,NA,NA,NA,2013-01-05,2013,NA,-,-,-,-,,3627,1282,0.9,-583,19,18,2.89,1.3,0.9,-1.5,-0.8,NA,-1,NA,1.1,0.3,1.2,1.5,0.4,-0.6,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2.2,2.9,5.6,6,0,363,NA,385,194,398,NA,Guarini,LEIF,Unknown,1,5.39,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2013-1
HODEU000580675108,HOCAN000010705608,0.5,1,GUARINI,DEU,HO,,I,NA,NA,2006-08-17,2006,NA,TV TL,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",30746,6932,0.94,-365,-9,10,2.85,-0.4,0.2,-0.7,-1.3,NA,-2.4,NA,0.2,0.4,-0.9,1.2,-0.5,-0.5,0.5,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,1.8,2.9,5.4,8.8,0,-23,NA,-8,-125,-10,NA,BRAEDALE GOLDWYN,O-BEE MANFRED JUSTICE-ET,Unknown,1,3.64,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2006-3
HODNK000000252791,HOUSA000122358313,0.5,1,VH Oman Oyvind,DNK,HO,,I,NA,NA,2008-08-06,2008,NA,-,-,-,-,,4707,1872,0.84,-1020,22,6,2.89,0.8,2.6,-1.4,2.4,NA,1.7,NA,-1.3,-0.5,-1.1,1.2,0.8,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1.6,3,5.8,6.8,0,132,NA,155,-42,177,NA,O-BEE MANFRED JUSTICE-ET,V Exces,Unknown,1,5.34,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2008-3
HOIRL151054030905,HOUSA000122358313,0.5,1,MORRISHEEN OJI FRANK,IRL,HO,,I,NA,NA,2007-02-24,2007,NA,-,-,-,-,,6945,1696,0.67,-1622,-14,-24,2.83,1.1,4.8,1.2,5.3,NA,3.2,NA,-0.7,-0.7,-0.2,1,1.1,0.2,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,1.2,2.9,6.2,7.1,0,-198,NA,-180,-318,-132,NA,O-BEE MANFRED JUSTICE-ET,SPEKTRUM PIGEONWOOD 2-RED,Unknown,1,2.15,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2007-1
HONLD000920744181,HOUSA000060597003,0.125,3,DE VOLMER BRASIL,NLD,HO,,NA,NA,NA,2014-05-20,2014,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T, HHR-C",7438,2841,0.92,-622,31,21,2.74,0.9,-2.2,-1.6,-3.9,NA,1,NA,-1.1,0.8,1.2,0.4,0.1,0.6,1.4,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2.3,3,6.1,7.4,0,200,NA,228,6,109,NA,DE-SU 11236 BALISTO-ET,FLEVO GENETICS SNOWMAN-ET,Unknown,1,8.79,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2014-2
HONLD000940147494,HOUSA000060597003,0.25,2,MOLENKAMP BOLT,NLD,HO,,NA,NA,NA,2012-08-08,2012,NA,-,-,-,-,,2985,1007,0.85,260,6,26,2.92,2.3,1.2,2.4,3.6,NA,0.3,NA,0,0.8,0.6,1.5,0.2,0.3,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2.3,1.6,6.3,4.5,0,332,NA,344,244,357,NA,DE-SU 521 BOOKEM-ET,HEIHOEVE DELTA SPENCER-RED,Unknown,1,3.57,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2012-3
HOUSA000070457388,HOUSA000060597003,0.25,2,BOMAZ ALTAMONTEE,USA,HO,011HO11207,I,Alta Genetics,11,2011-05-31,2011,NA,TV TL TY,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",208,4,0.95,343,NA,14,2.98,2.1,NA,-1.9,-0.7,NA,1.3,0.03,-1.8,0.6,2.2,-0.6,0,0.6,0.7,0,-0.06,-0.17,-0.59,-0.54,-0.21,0.03,-0.04,0.89,0.28,0.13,-0.23,0.84,-0.1,-0.74,0,0.02,0.12,NA,NA,-0.52,0.02,2.2,2.5,5.8,5.7,0.35,156,NA,159,138,111,2087,SULLY ALTAMETEOR-ET,RAMOS,Inactive,1,5.83,"Alta Genetics USA, Inc.",Alta Genetics,"P.O. Box 437, N8452 Airport Road",Watertown,WI,53094,"920.261.5065, Fax:920.262.8022",Formerly assigned to Landmark Genetics; Carnation/Genetics,1972-11-01,NA,NA,2,2011-2
HOUSA000070750480,HOUSA000060597003,0.25,2,WELCOME ADOLF,USA,HO,014HO07049,I,Select Sires - AG,14,2011-08-06,2011,NA,TV TL TY,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",81,48,0.93,234,-1,2,2.62,1.5,-0.2,-0.5,0.1,NA,2.4,-0.08,0.2,0.9,-1.4,1,0.4,-0.3,0.6,0.6,0.49,0.36,-1.24,1.21,-0.09,-0.96,0.61,0.76,-0.55,-1.12,-1.13,2,-0.28,-1.11,0.1,0.65,0.32,NA,NA,-1.4,-0.26,2.1,2.2,6.8,5.9,-0.2,103,NA,108,114,63,2038,LADYS-MANOR SHAMELESS-ET,RAMOS,Inactive,1,9.52,Select Sires/AG,Select Sires,E6975 Unseth Road,Westby,WI,54667,"608.356.8357, Fax:608.356.4387","Formerly Tri-State Breeders Cooperative, Currently owned by Select Sires",NA,NA,NA,3,2011-3
HOUSA000066757472,HOGBR000000598172,0.25,2,WELCOME AL PALIN-ET,USA,HO,001HO10244,I,Genex/CRI,1,2009-11-15,2009,NA,TV TL TY,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",78,25,0.93,-794,10,-13,2.81,0.4,0.8,-0.5,-0.3,NA,0.7,-0.61,-1.2,0.5,3.6,1.1,-0.2,-0.3,0.2,0.2,0.14,0.23,-0.63,0.33,-1.38,-0.1,-0.49,-0.94,-0.45,-0.62,-0.93,-0.78,-0.67,-0.09,0.1,-1.35,-0.92,NA,NA,-0.28,-0.86,1.7,1.9,5.6,5.6,-0.46,85,NA,95,29,102,1982,MR REGELCREEK SHOT AL-ET,RAMOS,Inactive,1,6.05,GENEX Cooperative,Genex,100 MBC Drive/ P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219","Formerly assigned to Noba, Inc./21st Century Genetics/GENEX Cooperative - subsidiaries of CRI",1995-01-01,NA,853,4,2009-4
HOUSA000066757469,HOUSA000134438230,0.5,1,WELCOME ABRAHAM-ET,USA,HO,001HO10245,I,Genex/CRI,1,2009-10-23,2009,NA,TV TL TY,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",4687,811,0.99,-438,-24,-15,2.86,4,4,2.7,4.9,NA,6.7,-1.45,0.6,1.4,0.9,2.1,0,0,1.1,-0.1,0.03,0.29,-1.17,1.97,-2.66,-1.68,0.42,-1.36,-2.89,-3.11,-2.15,0.2,-0.16,-1.97,0.2,-0.7,-1.41,NA,NA,-1.21,-1.5,2.6,2.5,7.6,5.5,-1.91,94,NA,95,98,117,1915,KED OUTSIDE JEEVES-ET,RAMOS,Inactive,1,6.5,GENEX Cooperative,Genex,100 MBC Drive/ P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219","Formerly assigned to Noba, Inc./21st Century Genetics/GENEX Cooperative - subsidiaries of CRI",1995-01-01,NA,1023,4,2009-4
HO840003000540522,HOUSA000060597003,0.25,2,QUIET-BROOK-D LASSO-ET,840,HO,007HO11522,I,Select Sires,7,2011-03-14,2011,NA,-,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",169,88,0.96,1036,12,28,2.89,0.2,-1.7,0.9,-0.7,NA,-1.4,1.01,-0.5,0.4,-0.4,0.8,-0.3,0,0,0.1,0.77,0.55,0.11,0.54,1.5,0.17,0.31,0.58,1.02,1.4,0.63,0.5,-0.33,1.17,-0.1,1,0.5,NA,NA,1.15,0.57,3.3,2.4,7.1,6.1,0.55,130,NA,131,141,90,2188,DE-SU 521 BOOKEM-ET,PICSTON SHOTTLE-ET,Inactive,1,6.71,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,NA,1,2011-1
HOUSA000069974995,HOCAN000010705608,0.25,2,EK-WW WABASH-WAY AT LOCK-ET,USA,HO,007HO11532,I,Select Sires,7,2010-12-07,2010,NA,TV TL TY TD,A1A2,AA,AA,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",378,180,0.97,268,2,-11,2.87,-0.9,-1.5,2.1,-2.1,NA,-3.8,1.4,1,0.6,-2.4,0.5,-1.3,-1.1,-0.6,-0.5,1.01,1.28,1.68,-0.9,0.65,0.95,1.27,1.11,0.55,0.01,1.99,1.53,1.21,0.59,-0.3,1.52,-0.42,NA,NA,2.03,0.52,2.2,3.5,7.1,8.6,0.61,-149,NA,-157,-64,-168,1910,MAPLE-DOWNS-I G W ATWOOD-ET,PICSTON SHOTTLE-ET,Inactive,1,9.43,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,508,4,2010-4
HO840003008302766,HOUSA000122358313,0.25,2,WEBSTER-RIDGE NETFLEX-ET,840,HO,007HO11805,I,Select Sires,7,2011-10-24,2011,NA,TR TV TL TY TD,A1A2,AB,AA,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",156,84,0.95,-301,-18,-5,3.15,0.3,2.1,-0.2,0.9,NA,0.8,0,-2.2,0.2,1.3,-2.8,0.8,0.6,1.3,-0.1,-0.55,-0.26,-1.02,0.64,0.13,-2.18,0.63,-0.1,-0.21,-0.53,-0.66,0.55,-0.73,0.76,0,0.74,0.98,NA,NA,-1.1,0.34,1.8,2.1,5.3,4.9,-0.44,-135,NA,-136,-149,-119,1861,SCHILLVIEW GARRETT-ET,PICSTON SHOTTLE-ET,Inactive,1,8.04,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,NA,4,2011-4
HO840003008316215,HOUSA000122358313,0.25,2,OCD O-STYLE SHOOTER-ET,840,HO,007HO11863,I,Select Sires,7,2012-01-05,2012,NA,TV TL TY TD,A1A2,BE,AB,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",169,84,0.95,389,-23,7,2.91,-0.9,0.5,-0.3,0.2,NA,-1.5,0.96,0.7,0.8,3,-2.1,0.7,0.3,-0.5,0.4,0.92,0.82,-0.18,1.08,1.04,-1.95,1.99,1.17,1.03,0.47,-0.15,0.98,0.19,0.45,-0.1,1.61,0.68,NA,NA,0.55,0.59,2.9,3.3,6.6,6.2,0.41,-138,NA,-139,-119,-125,1960,CO-OP O-STYLE OMAN JUST-ET,PICSTON SHOTTLE-ET,Inactive,1,7.2,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073","Formerly assigned to Armour & Company, BCI",1973-12-12,NA,NA,1,2012-1
HOUSA000065968736,HOUSA000134438230,0.5,1,BOMAZ ALTAVARSITY-ET,USA,HO,011HO10645,I,Alta Genetics,11,2009-01-09,2009,NA,TV TL TY,-,-,-,"HH1T, HH2T, HH3T, HH4T, HH5T, HH6T, HCD-T",361,100,0.97,-1076,14,-28,3.1,1.5,3.2,-0.2,2.9,NA,3.3,-0.63,3.2,0.7,-2.2,-1.2,0.4,0.2,0,0.6,-0.48,-0.27,-1.29,1.12,-0.56,-0.82,0.47,-0.35,-1.39,-1.59,-0.81,0.58,-1.3,0.59,0.2,0.16,0.18,NA,NA,-1.02,-0.04,3.3,3.5,8.2,5.9,-0.94,-46,NA,-46,-63,-13,1890,KED OUTSIDE JEEVES-ET,PICSTON SHOTTLE-ET,Inactive,1,8.35,"Alta Genetics USA, Inc.",Alta Genetics,"P.O. Box 437, N8452 Airport Road",Watertown,WI,53094,"920.261.5065, Fax:920.262.8022",Formerly assigned to Landmark Genetics; Carnation/Genetics,1972-11-01,NA,784,1,2009-1
