reg_id,inbreeding
HODNK000000036678,5.07
BSCHE120042005022,1.19
HONLD000486925987,2.85
BSDEU000942307411,4.38
AYFIN000000045241,1.31
JEZAF000065127813,2.8
JEZAF000066019134,0.34
JEZAF000065107500,4.9
HONLD000478552847,1.26
JENZL000000581753,0.6
HONLD000291691198,3.87
JEUSA000067161471,1.98
JEZAF000066129743,4.57
HODEU000351896289,4.2
JEZAF000066034232,7.38
JEZAF000066165598,6.99
JEUSA000115953806,10.24
HOZAF000066362435,0.1
JEUSA000115992401,6.01
JEZAF000066018003,5.67
JEDNK000000303282,6.21
HODEU000351330509,5.93
JEZAF000066165242,3.46
JEUSA000116838959,2.11
JEZAF000066057613,6.19
JEUSA000116838995,0.28
AYLVA040201610076,3.76
AYLVA060121510004,1.02
AYLVA042357411030,0.31
BSCHE120065239503,6.39
JEZAF000071053060,6.62
HODEU001303225663,5.16
JEDNK000000303777,2.05
MSUSA000068302164,1.97
JEUSA000117084036,2.94
JEZAF000067193318,7.85
JEUSA000116166003,6.35
AYLVA060104910150,0.94
JEGBR000000055327,3.92
JEUSA000116382560,1.23
JEZAF000067204776,6.78
JEDNK000000303279,4.93
JEZAF000067203927,3.81
JEDNK001990304026,4.67
HODEU000116377148,7.34
AYGBR000006181640,2.96
JEDNK000000303335,1.87
JEDNK000000303439,1.87
JEUSA000116327451,6.16
HOIRL191293512270,0.7
JEUSA000067079264,0.36
JEDNK000000303262,1.7
AYFIN000000046046,2.07
AYGBR000006181550,0.74
JEUSA000116841379,0.27
HOEST000009781986,2.79
HOHRV009101678215,5.47
BSCHE120077156393,5.71
JEUSA000116480156,3.98
JEZAF000067782722,3.57
BSCHE120074367099,3.81
BSDEU000942459769,2.55
HOCHE120073983412,3.12
JEDNK000000303444,3.42
BSDEU000942808040,1.26
JEDNK000000303332,3.42
HODEU000352737989,5.07
HOPOL005217669316,2.12
JEDNK004348901740,4.27
HOCHE120073391316,3.45
JEIRL351134581307,0
JEZAF000068718253,1.92
BSCHE120076149730,4.77
HOIRL191347140441,0.01
HONLD000526972489,3.87
JEDNK001990304108,1.38
HOIRL281379891515,0.88
HODEU001303326445,5.58
JEZAF000067996736,8.33
JEAUS000020594303,8.42
JEDNK000000303443,3.84
JEZAF000075149773,0.25
BSDEU000943600152,2.47
HOIRL331504660395,2.4
JEGBR000000055402,1.73
HOGBR000000645602,4.95
HOPRT000215523833,7.03
BSDEU000942961820,3.06
HONZL000000514695,1.21
BSDEU000943664705,6.38
HONLD000888080417,3.83
JEDNK000000303365,1.96
BSDEU000943437480,3.66
AYNZL0WGR20090071,0.78
HONLD000584147773,3.67
JEDNK001990304190,4.81
BSCHE120076532235,5.09
HONZL000000514647,4.14
BSDEU000943161315,3.09
BSDEU000943161316,3.09
BSCHE120081380074,0.58
BSCHE120079067956,3.76
BSDEU000942306478,4.23
BSDEU000943679573,4.36
JEZAF000070895511,1.13
JEDNK000000303407,6.43
JEDNK001990304203,6.43
BSDEU000943663616,7.01
BSDEU000943663614,5.44
BSCHE012007948035,4.33
BSCHE120083437936,3.85
BSCHE120082750647,6.04
BSDEU000943678088,3.2
BSCHE120081962331,9.45
JEAUS000A00019646,6.75
HODEU000353300751,4.22
BSCHE120076479981,3.81
BSCHE120082343764,5.09
BSDEU000942961158,2.81
BSDEU000663525291,2
BSCHE120081223463,6.31
HODEU001303718946,5.3
BSCHE120083782715,4.17
JEUSA000117704136,0.38
JEDNK000000303552,2.84
JEDNK001461301765,6.23
HOLTU000005346435,3.43
BSDEU000944694661,2.11
BSDEU000944395742,0.84
BSDEU000944030126,3
BSDEU000944390922,1.78
JEIRL291460470516,6.87
BSCHE120084027631,5.19
HODEU000352713277,6.32
BSCHE120082904958,4.18
JEDNK000000303438,2.84
BSAUT000494243217,2.48
HONLD000892808955,2.31
HOPOL005277981557,3.34
BSDEU000944214928,1.15
BSDEU000943354330,2.99
BSDEU000944216251,6.11
BSDEU000943680994,5.28
HONLD000568365614,2.95
JEDNK000000303520,4.57
BSDEU000944211529,1.63
JEDNK000000303471,4.75
HOIRL211338921245,0.03
HOGBR000000649194,5.02
HOIRL151828781964,0.24
JEDNK000000303507,3.03
JEGBR000000055492,3.17
HOIRL141704040511,0.15
HOIRL151828751986,0.32
HOIRL141733080324,3.02
JEZAF000070438882,9.09
BSDEU000814262828,6.04
HOIRL191042591067,0.56
BSDEU000944386350,1.16
HOIRL151565832163,2.42
BSDEU000944792968,2.2
HOIRL331100990922,0
JEDNK001365002570,5.04
JEIRL351357210178,0
HOIRL291051171135,3.45
HOIRL351052080911,0.18
HOIRL191079740798,0
HOIRL351357290210,0.42
HOIRL161311790699,0
AYDNK000000037044,0.3
BSDEU000944033800,2.39
HONLD000694493818,2.96
HOIRL141878831700,2.22
HOPOL005182436333,1.1
HONLD000691930127,4.56
HOIRL261129681503,1.19
AYLVA032885011699,0.15
HOIRL141654232964,2.25
HOIRL131731771717,7
AYEST000011508564,5.2
HOIRL331416240790,2.61
BSDEU000944030831,3.77
JEZAF000072076144,5.39
HOIRL351066120954,0.38
HOIRL161260282104,1.23
JEDNK000000303505,3.72
JEZAF000070674684,10
JEIRL371145340647,1.47
BSAUT000948215116,1.03
BSDEU000944862826,1.46
AYEST000011649908,2.5
JEZAF000070457957,0.97
BSDEU000944397445,3.43
AYLVA032885011722,0.5
BSAUT000540061816,1.51
HOAUS000H01646397,5.46
BSDEU000943773624,3.97
AYDNK000000037067,0.96
BSDEU000814536466,4.22
BSCHE120089197186,1.93
HODEU000353779411,3.53
AYGBR000006181685,0
AYFIN000000047219,0.39
AYDNK002098001857,1.16
AYDNK000000037065,1.16
BSAUT000112528718,0.9
HONLD000570480082,3.75
MSUSA000068306774,5.01
HODEU001602804205,4.51
AYLVA032885011758,0.77
AYSWE311041312610,0.8
BSDEU000944552432,3.98
HONZL000000514541,1.3
HONLD000892801536,3.15
GUUSA000068041980,4.25
JENZL000000314758,0
AYDNK002098001884,1.16
BSCHE120083339179,4.38
HONZL000000515622,1.18
BSCHE120090528764,6.74
BSCHE120090210133,5.13
JEUSA000117325555,0.29
JENLD000534705499,6.5
AYFIN000000046029,0.44
AYEST000012326310,0.63
BSUSA000068125797,6.7
HONZL000000511621,1.48
AYCOL000000017464,0.07
JEIRL281396652184,3.41
HOLVA022100710173,0.75
JEDNK000000303550,6.17
BSDEU000944857758,2.48
JEIRL281396642225,1.62
HOIRL141861371680,1.17
HONLD000742086393,3.15
HOIRL151795642564,3.64
JEDNK000000303548,7.42
BSCHE120091245547,3.55
BSCHE120089272814,6.17
BSDEU000944558674,3.07
HONLD000893020985,4.27
JEIRL191267990645,5.58
BSITA022990139485,6.88
BSCHE120086038246,6.35
HOIRL151013741374,0.47
AYNZL000000514582,1.28
HOCHE120087586241,4.39
HOCHE120084350982,3.27
BSCHE120083967198,4.64
HOISR000000007775,2.29
AYSWE810871747210,2.13
HOIRL201094771608,0.92
JEDNK000000303752,6.95
HOIRL151013731381,0.51
JEIRL151306891418,2.98
HOIRL201094791618,0.99
BSCHE120088545216,6.42
HOCHE120068331396,3.46
HOIRL241458511800,1.33
HOIRL151019634498,2.72
AYFIN000000046031,2.08
BSDEU000945318846,2.91
HOGBR000000651811,0.55
BSAUT000383396318,6.01
JEDNK000000303644,5.97
HOIRL151054041268,0.32
HOIRL211338991359,0.03
HOIRL141475881239,3.52
HOIRL151548571135,0.35
HOIRL151548561142,0.01
AYSWE241251820111,0.21
HOIRL241845980795,6.88
HOIRL151870050443,2.2
AYLVA044719818719,0.03
HOIRL141582082008,2.8
HOIRL151601691530,2.12
HOIRL211116941165,0.43
BSCHE120084478754,3.94
HOIRL291626360711,1.54
HOIRL211180391502,2.02
HOIRL151144880975,0.56
HOPOL005273052916,2.01
HOIRL341327950700,4.2
HOIRL151799190933,4.61
JEIRL151828712163,1.1
HOIRL211116911179,0.37
HOIRL141617671477,2.12
HOIRL151003591506,0
HOIRL191404840905,1.76
HOIRL151289150948,0.01
HOIRL191357651600,3.23
HONLD000699828255,3.06
HOCHE120095108749,1.52
HOIRL241092350401,0.17
BSCHE120085769301,0
JEIRL151828762192,0.46
HOIRL241476461667,0.48
HOIRL131693770901,2.28
JEIRL151379974067,0
JEIRL151828732198,1.25
HOIRL371010031000,2.44
HOIRL182200110994,1.36
HOIRL331079624238,0.76
HOIRL331467380886,0.1
HOIRL151054041292,1.03
JEIRL151828782211,1.3
BSITA023990269464,4.15
HOIRL151828752217,2.05
HOIRL211058430875,0.28
BSAUT000717155118,5.64
JEIRL141556231683,0
JEIRL151709710945,0
HOIRL341555730334,3.54
HOIRL241161720901,0.11
JEIRL141766790905,0.56
HOIRL341350781523,2.69
HOIRL211180381526,0.2
HOIRL141643131012,0.89
AYGBR000006181763,1.88
HOIRL241128381767,2.99
HOIRL351283881274,1.91
HOIRL241128341771,1.65
HOIRL241128361765,0.14
HOIRL151288570725,0.39
BSAUT000177821118,9.56
HOIRL221397770529,0.02
JEIRL241128351772,3.47
JEIRL151828762267,0.38
HOIRL191210161070,2.85
HOIRL341127163764,2.37
HOIRL161311730792,0.02
HOIRL191404070527,0
HOIRL241627370711,0.99
HOIRL191163140896,3.84
HOIRL331350680486,0.43
HOIRL241889610310,1.2
HOIRL331416250874,1.2
HOIRL151383342083,0.45
HOIRL281293891609,2.75
HOIRL341093430809,0.8
AYFIN000000046095,3.3
HOIRL211043290703,0
HOIRL151868571879,3.32
HOIRL141761271353,0.05
HOIRL341123541150,1.81
HOIRL161260222395,1.86
HOIRL191038450626,2.54
HOIRL191188680629,0.49
HOIRL191487420448,0.46
HOIRL141475841276,6.14
HOGBR000000653960,0
JEZAF000072685878,3.12
JEZAF000073929895,0.44
HOIRL141344920620,0.51
HOIRL241128331787,0.89
HOIRL241128331795,0.86
HOIRL141643111043,0
HOIRL141462581207,0
HOIRL182200171073,1.39
BSDEU000814799076,1.99
HOIRL151144850989,0.3
HOIRL141878871860,0.06
HOIRL151074711455,0.75
HOIRL211058430925,0
JEIRL182348654198,0
HOIRL281632751886,0.63
HOIRL151623452372,1.28
AYSWE365401256311,0.75
BSDEU000945786383,2.93
AYFIN000010541485,4.56
HOIRL341462811006,0
HOIRL151548561225,1.9
JEDNK000000303617,5.45
HOIRL211351911214,2.76
BSAUT000477791218,5.49
BSDEU000945814457,2.48
AYSWE517921893311,0.99
HOIRL211351921223,2.46
AYSWE726131742611,1.67
AYSWE000000071466,0.88
HOIRL371428671801,0.65
AYEST000012445554,2.83
JEDNK000000303621,7.24
AYLVA014195518700,0.36
HOIRL331416220905,0.02
AYDNK000000037183,0.33
JEDNK000000303632,7.59
BSCHE120086709764,3.62
JEDNK000000303682,4.62
HOIRL161276521176,2.36
BSCHE120095764136,4.85
HOEST000011982852,3.36
HOIRL141355320474,0.02
JEDNK000000303624,6.72
JEDNK000000303625,6.04
BSCHE120096636531,4.16
HOIRL141382591538,14.34
AYSWE404691559911,0.28
BSCHE120093599877,7.15
JEDNK000000303735,6.7
AYSWE300931032211,0.48
JEZAF000075673129,5.17
JEDNK000000303712,3.14
AYSWE232841145511,1.08
BSAUT000784356518,5.12
JEDNK000000303656,6.7
HOLVA022315219422,4.43
BSDEU000945806164,0.07
JEDNK000000303659,5.42
HOGBR000000659761,6.81
AYEST000011963998,0.51
JEDNK000000303661,5.38
JEDNK000000303662,5.38
JEDNK000000303740,3.13
AYDNK000000037194,1.3
AYEST000012524297,1.95
HONLD000532277422,3.63
BSCHE120093900680,2.85
BSCHE120096078102,0.08
HONZL000000114969,2.4
HONZL000000114960,3.68
MSNZL000000512547,0.55
HONLD000745782261,2.55
JEDNK000000303717,8.84
AYEST000013047603,0.65
AYFIN000000046942,2.43
AYFIN000000046311,1.86
BSCHE120097544262,8.85
AYDNK000000037187,2.47
AYSWE930221138211,0.38
AYFIN000000046306,0.36
AYEST000013325190,1.47
AYDNK000000037244,3.16
AYEST000013325268,2.08
HONLD000893302287,2.92
AYFIN000000046305,0.21
HOLVA000000519040,3.06
AYSWE000000099495,1.1
HONLD000538145512,4.38
BSAUT000186909619,4.81
BSCHE120092371306,4.9
AYDNK000000037190,0.66
BSAUT000327908519,6.48
AYFIN000000046499,0.39
AYDNK000000037173,0.99
HOLVA024344410694,2.37
BSFRA008502229183,6.56
HOIRL241458551886,1.4
JEDNK000000303706,5.98
HODEU001501875249,3.41
BSDEU000946349441,0.2
BSCHE120094221371,4.32
AYEST000013325916,1.13
AYSWE000000037238,1.36
AYFIN000000046416,3.72
HONLD000724620584,3.32
BSDEU000945632805,0.98
BSCHE120097407390,2.85
GUUSA000068045565,5.2
BSCHE120098955272,4.34
HOIRL241719061178,0.13
HOIRL141163861189,0.86
HOCZE000587989072,3.52
BSUSA000068163589,7.92
HOIRL351286271158,2.36
BSCHE120096550134,5.84
HOCHE120097551840,3.62
HOCHE120096685096,3.67
JEUSA000119074709,2.63
AYLVA026155110034,1.4
HOIRL341468973193,0
AYDNK000000037224,0.66
HONLD000748970845,3.04
BSDEU000947306732,0.22
AYSWE000000099540,0.89
BSCHE120094378013,5.28
JEDNK000000303728,5.02
HONLD000933720202,3.32
HOIRL141420930703,1.56
BSDEU000946311992,4.94
BSCHE120096902056,5.37
AYSWE603501053211,0.15
BSCHE120098763822,8.05
BSCHE120098763839,8.05
BSCHE120094983729,1.39
HONLD000892836862,3.32
AYSWE230471573612,0.72
HOIRL241434531258,0.08
HONLD000721221966,1.58
HOIRL331345741075,9.62
BSCHE120100295563,2.52
HOIRL141869991258,1.24
BSDEU000946324576,4.68
HOIRL331467381100,0.01
GUUSA000068046850,5.73
AYEST000013660314,0.76
HOIRL241434511264,0.15
HOIRL151054071386,1.92
AYEST000013660376,0.54
HOIRL241434521265,0.07
HOIRL191085270944,0
HOIRL141617981442,1.76
HOIRL141163871215,1.06
HOIRL221372381154,2.53
HOIRL141544491485,1.27
HOIRL141475871337,2.59
AYFIN000000046607,1.84
HOIRL151549266869,0.59
HOIRL151055211014,3.22
HOIRL151382260942,1.22
HOIRL221061061535,2.86
AYFIN000000046849,1.98
HOIRL141940620644,1.36
AYEST000013515805,0.56
HOIRL151868781333,6.18
HOIRL151047890898,0.57
HOIRL141940630645,1.51
HOIRL241365530959,3.81
HOIRL141973810567,1.84
HOIRL221372391163,1.65
HOIRL191085220972,1.9
HOIRL371015341641,4.65
HOIRL211173990881,0.45
HOIRL191250880881,1.98
HOIRL351215561451,3.11
HOIRL151289181040,1.05
HOIRL341279951386,2.32
HOIRL131797780793,1.24
HOIRL151597060526,1.54
HOIRL211119050641,2.38
HOIRL351300870914,1.07
HOIRL331332650985,1.14
HOIRL151013731522,1.4
HOIRL141582032218,1.8
HOIRL211213621070,0.84
HOIRL151430271205,1.49
HOIRL151436580540,0.51
HOIRL221210371965,0.78
HOIRL151548551298,0.23
HOIRL341293293749,0.2
HOIRL131731731952,1.58
HOIRL151548571300,0.13
HOIRL151000271900,0.52
HOIRL361190880727,1.56
HOIRL141827821870,0.83
HOIRL141848211005,2.95
HOIRL141873691221,0.4
HOIRL151055281029,1.18
HOIRL141672920608,1.89
HOIRL221353540695,0.44
HOIRL141326561178,0.64
HOIRL141902581137,2.43
HOIRL211056250981,1.59
HOIRL221269660604,2.18
HOIRL241665621479,3.6
HOIRL291009351550,0.79
HOIRL351272156692,1.03
HOIRL341327990753,2.04
HOIRL211036630879,2.13
HOIRL241157711450,4.77
HOIRL191042571305,1.78
HOIRL351357210764,1.1
HOIRL341327910754,1.94
JEIRL351357260760,2.91
HOIRL291584760914,3.09
HOIRL191042591307,2.96
HOIRL151622891038,1.79
HOIRL151709721011,1.18
HOIRL211165082008,0.3
HOIRL151548531305,0.91
HOIRL241232061306,1.34
HOIRL151604851206,1.48
AYEST000013141646,1.5
HOIRL371163510529,1.67
HOIRL341327920755,2.18
HOIRL241769550533,3.37
HOIRL182148130914,1.4
HOIRL141582042276,1.15
HOIRL291470441139,7.62
HOIRL301306960935,1.95
HOIRL151140261076,0.62
HOIRL131641210792,1.46
HOIRL241020790824,1.89
HOIRL151675631668,1.18
HOIRL361101841059,1.78
HOIRL341453210689,2.28
HOIRL351066111209,1.13
HOIRL261092161027,9.49
HOIRL341365671265,2.05
HOIRL241152361402,2.69
HOIRL141351452042,0.65
HOIRL341359561457,0.45
HOIRL191365320935,4.62
BSCHE120100861300,3.22
HOIRL261147930937,1.52
HOIRL211180361672,0.38
JEIRL151187571124,0
HOIRL141614250536,5.4
HOIRL291103980988,0.08
JEDNK000000303744,5.91
HOIRL341102421748,1.21
HOIRL341190490735,0.94
HOIRL221277561779,1.63
HOIRL182148150932,0.85
HOIRL151000261965,0
HOIRL151059770892,2.16
HOIRL151751751602,2.6
HOIRL241152351442,0.52
HONLD000734409599,2.49
HOIRL191188951010,3.64
HOIRL341350751652,1.2
HOIRL291051181524,1.33
HOIRL151279920600,1.67
HOIRL331320711182,0.69
HOIRL131671451286,1.12
BSDEU000815086855,1.99
HOIRL151703361137,1.55
JEIRL151187511143,0
HOIRL281129131581,0.63
HOIRL141297720903,1.95
HOIRL141351452018,3.77
AYEST000006607906,0.68
HONZL000000113902,1.14
AYSWE141301396612,1.28
HOIRL151678971333,3.07
HOIRL261027310473,0.29
HOIRL361101841125,0.74
HOIRL281133371305,2.55
AYSWE000000099559,1.85
AYFIN000000046564,0.17
HOIRL381032720607,3.29
HOIRL161971591781,1.19
AYSWE000000099561,4.27
JEUSA000067198594,2.97
HOIRL211165022101,0.48
HOIRL331319551478,0.26
HOIRL241769630308,2.53
HOIRL221087243077,0.69
HOIRL211137390693,0.33
HOIRL241848740747,0.77
AYDNK000000037260,3.38
HOIRL191505890591,2.59
AYFIN000000046646,4.09
HOIRL191624441232,3.03
HOPOL005282736890,2.83
BSCHE120062853900,4.03
HOIRL341000223289,0.64
AYDNK000000037262,1.41
HOIRL241481740929,2.44
AYFIN000000047057,0.71
AYSWE000000099554,1.74
HOIRL151519170637,2.66
HOIRL371054070894,9.16
AYFIN000000046649,4.17
AYSWE000000099565,1.19
AYFIN000000046471,2.92
AYDNK000000037265,0.09
AYDNK000000037315,0.09
AYSWE000000099557,0.91
HOIRL151548511336,0.82
AYDNK000000037316,0.09
BSDEU000946317104,2.29
BSAUT000600630819,4.26
AYEST000013516598,2.6
AYDNK000000037267,1.24
GUUSA000068048419,4.79
HOIRL141355310498,0.02
AYSWE283041196912,2.33
AYFIN000000046687,1.4
AYFIN000000047553,0.24
BSDEU000815115665,6.7
BSFRA005455092729,6.19
