reg_id,inbreeding
HO840003125993709,8.6
HOCAN000012164921,0
HOUSA000074564772,7.91
HOUSA000143417644,9.54
HOUSA000073793149,8.07
HODEU000538910927,8.87
HO840003130641988,9.55
HO840003130696414,6.39
HO840003129134658,10.06
HO840003129373656,10.95
HO840003127335750,9.17
HO840003130696417,6.39
HO840003131677277,8.16
HOUSA000073196541,6.93
HOUSA000073196540,6.93
HO840003130696421,6.39
HO840003130797475,7.29
HOUSA000069566984,8.69
HO840003130010286,7.12
HO840003128656711,7.83
HO840003128792951,7.22
HO840003129874794,11.36
HO840003128656712,7.83
HOUSA000074564775,8.94
HOUSA000073956568,7.55
HO840003131735392,8.24
HOCZE000910609061,10.38
HO840003131735401,8.93
HO840003130010401,9.17
HO840003129018637,8.57
HO840003130641851,9.12
HO840003131058438,7.66
HO840003128506629,6.89
HO840003130010398,9.17
AYCAN000109199848,3.87
HOUSA000069566985,8.69
HOUSA000074024966,8.63
HOUSA000074564777,7.59
HO840003128977773,7.2
HO840003128977775,7.2
HO840003130010404,8.59
HO840003129874795,11.36
HO840003130115679,6.96
HOUSA000143483715,9.41
HODEU000666761981,8.59
HOCAN000012164923,0
HO840003124940359,6.66
HODEU000666761982,8.59
JEUSA000119381223,6.93
HO840003131303722,8.05
HO840003130797477,7.46
HO840003130115680,6.96
HOUSA000074308029,7.73
HONZL000000516008,1.72
HO840003124940360,6.66
HO840003127292532,7.07
HOUSA00023WER9150,8.15
HOUSA000074024971,8.63
HOUSA000074024973,8.63
HO840003131121644,7.54
HO840003124940361,6.66
HO840003131121645,7.54
HO840003126589713,8.08
HO840003127292534,7.07
HOUSA000074284017,8.33
HO840003124940362,6.66
HOUSA000074572391,8.83
HOUSA000074024977,8.63
HO840003130010417,8.94
HO840003130010420,8.94
HOUSA000143510413,8.75
HOUSA000074024978,8.63
HO840003129038060,7.1
HODEU000357795051,8.71
HOUSA000074564785,9.71
HOUSA000073143777,7.31
HOUSA00023WER9152,10.35
HO840003128575321,7.9
HO840003131121646,7.54
HOUSA000073143778,7.31
HO840003123614660,8.74
HOUSA000073143779,7.31
HO840003123614668,7.04
JEUSA000119398441,4.16
HO840003130010343,8.94
HONZL000000516802,4.87
HO840003130010344,8.94
HOUSA000073143786,8.15
AYFIN000000047556,1.99
HO840003129874797,6.53
HOUSA000073753641,8.76
HO840003123614697,9.54
HO840003123614720,8.17
HO840003123732802,7.76
HO840003131927058,9.45
BSDEU000949819446,6.19
HONZL000000518549,2.6
HOUSA000074024980,8.99
HOUSA000073143781,7.31
HO840003130996340,8.29
HOUSA000073814066,10.19
HOUSA000074024984,8.99
HO840003128792953,7.22
HO840003123614736,10.09
HO840003132110002,7.26
BSDEU000950550719,5.02
HOUSA000073814067,10.19
HONZL000000516037,2.95
HO840003130797480,7.29
HO840003126126794,7.97
HONZL000000516010,2.46
HONZL000000516057,4.44
HO840003131303297,7.31
JEUSA000119429590,4.79
HO840003130851694,8.26
HO840003130797482,7.29
HO840003130797481,7.29
HO840003129038124,7.1
HO840003129038125,7.1
HO840003132417733,8.29
HO840003132417749,7.71
HO840003132417750,8.37
HO840003132417740,8.29
HO840003123614764,9.07
HOUSA000074024987,8.49
HO840003132110005,7.26
HO840003130431873,7.25
HOUSA000074596535,8.43
GUUSA000097000550,6.9
HO840003129038136,8.98
HOUSA000143452218,10.17
HOUSA000074261011,8.5
HO840003128055788,7.97
HO840003131715063,7.58
HONZL000000516013,3.81
HONZL000000516019,1.13
HONZL000000516658,1.13
HO840003131976990,8.65
HONZL000000516014,1.06
JENZL000000316713,4.22
HOUSA000074210078,10.05
HONZL000000516066,2.73
HOUSA000074290850,7.59
HO840003129743336,8.88
HOUSA00033BAL1203,7.17
BSDEU000816038452,4.49
BSDEU000816038451,4.49
HOUSA000074353203,9.66
HOUSA000074024994,7.1
HO840003128656500,7.49
BSDEU000950843969,5.82
HOUSA000074353204,8.93
HOUSA000074290851,7.59
BSDEU000950843971,5.08
JENZL000000317544,2.87
HONLD000735245521,7.05
HO840003131303762,8.52
HO840003131303765,8.52
HO840003131107159,7.42
AYNZL000000516511,2.48
HO840003131107160,7.23
HONZL000000116546,1.94
HO840003124509817,6.65
HO840003129038220,8.48
HOCZE000949755061,8.67
BSDEU000950665477,6.47
MSNZL000000516693,1.74
HO840003130010384,9.17
HO840003130010382,9.17
HO840003124879688,6.81
HO840003131107167,7.23
BSDEU000950176986,3.77
AYNOR000000011837,1.1
HO840003129438519,7.53
HO840003126700114,7.74
HO840003130010394,9.17
HO840003130010295,9.17
HONZL000000516691,1.2
HO840003124879687,7.51
BSDEU000951114393,3.79
HO840003123896950,6.56
HO840003129340734,9.1
HO840003129340722,7.16
AYNZL000000516516,2.2
HO840003129340735,9.1
HO840003131913638,6.71
HO840003130010308,9.17
AYFIN000000047576,2.09
AYNOR000000011843,0.59
BSDEU000816136722,4.13
HODEU000357498198,8.36
JEUSA000119446911,4.17
JEUSA000119446902,4.17
AYNZL000000516557,0.86
AYNZL000000516520,0.39
HOUSA000074564819,8.68
AYNZL000000517770,2.2
HO840003129340728,7.16
HOUSA000075515921,7.2
BSDEU000816052774,3.17
HO840003128977806,10.11
HO840003128968108,10.38
HO840003132343867,9.6
HOUSA000073814072,10.19
AYNZL000000516521,0.33
HO840003014562140,8.49
HO840003132343913,8.72
AYGBR000006182183,2.47
BSDEU000950948219,3.11
HONZL000000516077,5.57
HOUSA000073953487,9.03
HOUSA00033BAL1204,7.17
HO840003130681739,10.22
AYGBR000006182184,2.47
HO840003128656562,6.27
HO840003128656565,6.37
HONZL000000516654,0.08
AYNZL000000516692,2.2
HONZL000000517710,0.69
HOUSA000073953491,8.51
AYGBR000006182185,2.47
BSDEU000950731332,7.29
HO840003133183673,8.64
HOUSA000074117587,7.13
HO840003014562141,8.49
HO840003132475246,10.37
BSDEU000949936524,7.27
HO840003133183677,6.83
HO840003133183676,6.83
HO840003133183679,6.83
AYFIN000000047605,0.82
HO840003131668928,7.2
HO840003133183681,6.83
HO840003132198405,9.95
AYNOR000000011851,0.97
HO840003128912718,6.38
HONLD000649001767,2.32
HO840003132417754,8.37
HO840003132417758,8.37
HO840003132417766,10.1
HO840003132417767,7.28
HO840003132417760,8.37
HO840003132417763,12.11
HO840003133183688,6.83
BSDEU000950468296,7.24
BSDEU000950022932,6.27
BSDEU000950022931,6.27
HO840003128557406,9.19
HO840003128557409,10.06
AYCAN000012333979,0.03
BSDEU000949936526,7.69
HOFRA005941776583,8.87
BSDEU000816122452,6.27
HO840003128557412,9.9
HO840003128557414,9.9
HO840003130696550,8.07
HO840003128557415,9.42
HO840003128557416,9.19
HO840003130696555,8.07
BSDEU000950727781,1.69
BSDEU000950181693,2.29
HO840003130696552,8.07
AYCAN000012333986,1.55
HO840003013664073,8.76
HOFRA005940169416,8.29
HO840003132413752,9.24
HO840003131977510,8.63
HO840003131131478,8.51
HO840003133106619,9.16
AYNOR000000011855,0.76
HOUSA000074564845,7.74
BSAUT000531958928,5.97
HO840003127698578,7.17
BSAUT000300994529,4.79
BSDEU000950360014,3.26
HOUSA000143535391,7.08
HO840003123896951,7.3
HO840003132413756,9.24
HO840003128913460,6.02
BSDEU000951105291,4.55
HOUSA000143539872,8.37
HO840003128824467,6.77
BSDEU000950591901,4.6
HOFRA003529132198,6.77
HO840003128824468,6.77
HO840003129438549,10.52
HOUSA000074564852,8.01
MSUSA000068319302,1.5
HOUSA00041CDL0005,6.78
HO840003128824469,6.77
HO840003128968052,7.41
HO840003131904893,8.16
HO840003127698591,7.17
JEUSA000067322190,7.22
HO840003127698593,7.17
GU840003130939306,4.59
HOUSA000074564860,8.01
HOUSA000073953503,8.56
HO840003128163096,6.98
HO840003131147433,7.11
BSDEU000816190522,4.46
BSAUT000702820519,4.54
HO840003132117065,7.66
HO840003128824470,6.77
HO840003131147435,7.11
HO840003132426408,7.22
HO840003131147436,7.11
MSCAN000012326429,0.22
BSDEU000950884314,4.46
HO840003129436961,7.3
HOUSA000073953505,8.56
BSDEU000950732064,2.53
HO840003131147440,7.11
JE840003126052249,7.93
BSDEU000950371580,2.51
BSDEU000951226730,2.35
HO840003129436963,7.3
BSDEU000816258462,3.02
HOFRA004242382165,6.17
BSDEU000950555940,3.29
BSDEU000950540383,4.52
AYDEU000121921108,1.19
BSDEU000950845541,5.46
AYDNK000000037843,1.04
BSDEU000950939319,6.1
BSDEU000950846630,3.43
BSITA021002114540,4.32
AYFIN000000047624,1.16
BSDEU000950547916,4.48
BSDEU000950741114,8.61
AYFIN000000047647,0.74
BSDEU000950550002,3.57
BSDEU000951050758,3.09
BSDEU000950537777,2.87
BSAUT000736463628,5.06
BSDEU000950956688,5.19
AYSWE000000099957,1.66
BSDEU000950468316,4.18
BSDEU000951105929,3.69
BSDEU000950355950,4.72
BSDEU000951244566,7.17
BSDEU000951286367,2.87
BSCHE120125997473,5.11
BSDEU000950193227,3.66
BSDEU000950845070,4.39
JEUSA000067359179,5.03
BSDEU000950017929,4.67
BSDEU000951160187,3.12
BSDEU000951075402,3.32
BSDEU000951160188,3.95
AYDNK000000037860,1.3
BSDEU000950746180,3.73
BSDEU000951402547,5.14
AYFIN000000047674,3.43
BSAUT000775742628,4.08
BSDEU000950959225,4.72
BSDEU000950745919,4.11
BSDEU000951151523,5.99
AYCAN000109850571,3.11
BSDEU000950960793,4.22
BSDEU000951226764,7.42
HOFRA004242543504,6.61
BSDEU000950954522,2.65
BSDEU000816295354,4.17
AYCAN000109777358,0.33
BSDEU000951372931,4.01
BSDEU000951073553,1.57
BSDEU000950959736,4.61
AY840003136176632,3.6
HOITA035990782672,7
JE840003012658877,5.21
JE840003134421669,6.6
AYCAN000109777359,0.9
AYCAN000109777362,0.9
BSDEU000951245382,4.25
BSDEU000950961728,4.5
BSDEU000951162051,5.2
AYCAN000109111488,0.23
GUUSA000097001423,4.08
HOIRL351066152053,1.53
GUUSA000097001422,5.49
BSDEU000951444646,4.81
AYCAN000109777367,0.9
BSDEU000951458163,3.86
BSDEU000951443897,6.42
AYCAN000109777366,0.55
BSDEU000951547321,3.57
BSDEU000951402388,3.11
BSDEU000950956871,2.34
BSDEU000951458656,4.18
BSDEU000951244596,4.59
BSITA025990097079,7.42
AYSWE000308018418,1.38
BSDEU000951229043,3.6
BSDEU000951229042,3.6
BSDEU000951149148,6.51
BSDEU000951374483,5.14
BSDEU000816443614,3.05
AYCAN000109876913,0.22
BSDEU000951229494,4.27
BSDEU000950363540,2.63
BSDEU000816282919,3.05
AYCAN000109959381,0.1
BSDEU000951299482,2.75
BSDEU000951637473,4.16
AYCAN000110038826,0.19
AYCAN000109844515,0.16
JE840003135124126,8.76
JE840003135124127,8.76
BSDEU000951636492,3.78
BSDEU000951299418,5.47
BSDEU000949813519,2.9
BSDEU000950352840,3.45
BSDEU000950958726,3.39
BSDEU000951155833,4.61
AYSWE000000099846,2.92
AYCAN000109940190,0.22
HOFRA004242531899,9.46
BSDEU000951071728,3.52
BSDEU000951071729,3.52
BSDEU000951637139,4.1
BSDEU000951447448,3.28
GUUSA000097001387,4.63
JE840003135124148,9.37
BSDEU000950952746,1.78
JE840003135124154,9.37
JE840003134421677,4.9
BSAUT000416478629,6.48
AYCAN000109111479,0.23
AYCAN000109111486,0.23
BSDEU000816434271,2.69
AYCAN000110154638,0.16
AYFIN000000047842,2.66
HOUSA000074700669,8.89
BSDEU000951544829,5.56
JE840003135124298,7.12
BSDEU000951245469,3.81
HONZL000000517662,1.68
HONZL000000517670,1.68
BSDEU000951729701,3.8
HONZL000000517665,2.17
HONZL000000517803,1.68
JENZL000000517650,1.83
JE840003135124429,9.48
HONZL000000517040,1.63
AYCAN000012211591,0.23
JE840003134421679,6.6
BSDEU000951995131,3.32
AYCAN000012211592,0.23
HONZL000000517656,2.17
HONZL000000517024,1.57
AYFIN000000047783,1.55
HONZL000000517071,3.39
HONZL000000517070,3.39
BSDEU000950947088,3.37
BSDEU000816474585,4.44
HONZL000000518575,1.62
MSNZL000000517699,0.33
BSDEU000951158645,2.3
HONZL000000517673,2.02
AYCAN000110047585,0.32
HONZL000000517060,1.13
HONZL000000517055,2.17
HONZL000000517072,1.65
HONZL000000517026,4.23
AYCAN000110237623,0.24
JENZL000000517668,1.01
AYCAN000012545727,1.84
BSCHE120114593488,4.34
BSDEU000951076558,3.13
BSDEU000951152566,3.39
GU840003138647329,5.8
AYCAN000109052231,0.53
HOFRA005455403030,5.6
BSDEU000950954572,4.47
BSCHE120114593495,5.39
HOFRA005455403033,5.6
HOITA024990562627,4.83
BSDEU000816272807,3.8
HOFRA005455403034,5.6
JEAUS000000724603,4.57
AYNZL000000517517,2.2
HONZL000000517054,2.22
HONZL000000117712,2.85
BSDEU000816531204,3.56
BSDEU000952211623,3.69
HONZL000000517039,1.77
BSCHE120127128561,5.07
HO840003134199155,8.19
BSDEU000951119310,2.87
HONZL000000517028,2
AYSWE000000099858,2.11
AYCAN000012545747,0.74
HOFRA005706149938,5.6
HOUSA000074700763,9.6
BSDEU000951637224,3.51
AYCAN000012211594,0.23
BSDEU000952010480,3.85
AYSWE000547847490,2.93
AYCAN000109111471,0.23
JE840003134421682,6.35
AYCAN000012211595,0.23
JE840003134421683,6.35
BSAUT000188014138,2.39
JE840003009543939,6.41
HOAUS000001966803,9.37
BSDEU000951801418,3.19
AYFIN000000047820,1.66
HOCHE120126448714,4.54
HO840003134199202,8.19
HOCHE120125781645,3.01
BSCHE120124116677,5.63
BSDEU000816259051,5.24
BSDEU000951621793,3.93
BSDEU000951999434,4.52
BSDEU000951449650,2.87
BSDEU000950547869,3.69
HOFRA004242450866,5.6
HOFRA004242450867,5.6
BSCHE120119769444,3.75
BSCHE120131379775,5.72
AYFIN000000047823,1.86
BSDEU000816441709,3.19
BSDEU000951805548,2.7
BSDEU000951229320,4.6
JE840003009543988,5.44
BSDEU000952144450,2.84
BSAUT000265925738,2.41
BSDEU000952114790,3.62
BSDEU000952113349,3.61
BSDEU000951994338,4.44
BSDEU000816526389,3.72
BSDEU000951452117,4.74
BSCHE120130549407,4.93
HOAUS000001968773,7.94
BSCHE120127748301,7.77
AYFIN000000047862,1.09
BSAUT000347710238,3.92
JEUSA000067472261,5.41
BSDEU000952154465,5.04
BSDEU000816450635,3.88
AYGBR000006182264,2.74
BSDEU000951629123,4.3
BSITA022990257958,6.6
BSDEU000951161949,4.59
BSDEU000951298249,3.92
BSCHE120131379843,5.93
BSCHE120131379874,5.62
BSDEU000952012505,4.11
BSCHE120127748394,7.59
BSDEU000951300465,2.91
BSDEU000951812944,3.4
BSDEU000816571828,4.86
BSDEU000951729114,2.3
BSDEU000951893927,6.41
BSDEU000952154489,2.97
BSDEU000952358140,3.44
BSDEU000952359953,4.5
BSDEU000951946459,5
HOCHE120128064387,4.65
BSDEU000952357257,5.7
BSCHE120131379928,5.4
BSITA024990577289,2.93
MSUSA000068322833,0.72
BSDEU000816672939,3.29
BSDEU000951629063,3.41
BSDEU000951801920,3.92
BSDEU000952005806,2.55
BSDEU000951300756,3.89
BSITA014990138814,4.73
BSDEU000952489985,3.73
BSDEU000951451899,2.79
BSDEU000951393723,3.49
BSDEU000951296186,3.04
BSDEU000951636838,4.99
BSDEU000952197928,2.63
GU840003009973839,4.89
BSDEU000816733610,5.59
HO840003140789597,7.31
BSDEU000952085472,3.64
BSDEU000816683679,5.74
BSDEU000816466592,2.13
BSDEU000952691403,3.82
BSDEU000952013688,3.74
BSDEU000952359229,5.67
GUUSA000097003986,7.89
HO840003138208401,6.32
BSDEU000816611626,2.78
BSDEU000952489331,3.35
BSDEU000816605980,5.48
BSDEU000952195929,2.81
BSCHE120133155728,6.04
BSCHE120136717084,6.71
AY840003125787694,13.04
BSCHE120132072781,3.78
HONZL000000118037,4.7
HO840003138208537,8.2
JENZL000000518724,2.08
AYSWE000042547163,0.22
BSDEU000953056033,2.71
BSDEU000952006610,9.62
CNCAN000110668940,8.83
BSCHE120124696001,3.1
BSCHE120137298049,4.04
JENZL000000518658,1.43
JE840003012659347,5.19
BSCHE120131380047,6.1
JE840003012659349,4.78
BSCHE120131380061,6.1
JE840003012659370,10.98
HONZL000000518019,3.22
HO840003142581319,9.31
BSITA021002244840,5.28
HONZL000000518665,3.1
JE840003012659383,4.41
HONZL000000518007,3.02
JENZL000000518800,3.94
BSCHE120131380085,11.08
HONZL000000518016,3.1
BSCHE120131380108,11.6
BSCHE120131380115,11.08
JENZL000000518049,4.12
BSCHE120138873665,9.23
BSCHE120126134631,3.32
BSCHE120135085924,5.01
BSCHE120124565154,5.75
BSCHE120136892071,4.68
AYNZL000000518510,1.24
HONZL000000518029,3.53
BSCHE120129162396,3.58
BSCHE120131529484,3.99
HONZL000000518054,1.02
BSCHE120137396332,3.91
AYGBR000022001715,1.14
HO840003140729438,7.08
BSCHE120131777090,3.68
BSCHE120131777083,3.68
BSCHE120125898732,8.28
BSCHE120133034207,6.87
HO840003146911948,11.04
HO840003146911951,11.04
JE840003142511764,6.6
JE840003144724470,4.18
GU840003009973834,3.58
HO840003146203614,9.06
HO840003146203615,9.37
HO840003144724530,9.24
HO840003146203623,9.06
HO840003144341402,7.7
HO840003146973728,8.45
HO840003144911853,9.63
HO840003146973729,8.45
HO840003146203631,9.06
HO840003146609419,8.35
HO840003145288742,9.28
HO840003148527613,8.71
HO840003145288760,9.28
HO840003144173692,8.9
BSITA072990336514,6.58
HO840003145885484,9.29
HO840003144028961,8.17
JE840003146678624,7.29
GU840003009973825,6.08
HO840003148132300,9.08
HO840003139660091,9.37
HO840003148848895,9.11
GU840003009973814,5.58
HO840003149595143,9.17
HO840003146973797,8.45
HO840003146973835,8.45
HO840003146973798,8.45
HO840003146973804,8.45
JE840003012659531,11.29
BSCHE120131380535,6.8
GU840003009973821,4.01
BSCHE120131380610,5.4
HO840003139797376,17.62
GU840003009973818,6.15
HO840003144341408,8.44
JEAUS000HU1812682,6.35
HOAUS000H02052020,10.35
GU840003200731884,6.09
GUGBR000000920005,0.43
BSUSA000068128034,7.92
BSUSA000068125675,4.77
MSUSA000068309795,1.91
GUUSA003009973877,5.14
